[[100], [1.0], [0.01], [ROULETTE], [UNIFORM], [SINGLE_INVERT, DOUBLE_INVERT, HYPERMUTATE], [10000], [300000], [2000], [1.0], [1.0], [1.0]]
ID MIN_SELECTED AVG_SELECTED STDDEV_SELECTED AVG_GENERATIONS
0 64 70.77777777777777 3.794082461991972 0.0
1 63 64.88888888888889 1.286204100310025 0.0
2 59 61.7 2.359378449224852 0.0



ID NUM_SELECTED NUM_GENERATIONS FEASIBLE
00 72 0 true
01 74 0 true
02 74 0 true
03 64 0 true
04 71 0 true
05 71 0 true
06 76 0 true
07 65 0 true
08 70 0 true
09 72 0 false
10 64 0 true
11 63 0 true
12 65 0 true
13 63 0 true
14 67 0 true
15 65 0 false
16 66 0 true
17 66 0 true
18 65 0 true
19 65 0 true
20 59 0 true
21 65 0 true
22 61 0 true
23 61 0 true
24 63 0 true
25 62 0 true
26 59 0 true
27 66 0 true
28 61 0 true
29 60 0 true
