[[100], [1.0], [0.01], [ROULETTE], [UNIFORM], [SINGLE_INVERT, DOUBLE_INVERT, HYPERMUTATE], [10000], [300000], [2000], [1.0], [1.0], [1.0]]
ID MIN_SELECTED AVG_SELECTED STDDEV_SELECTED AVG_GENERATIONS
0 11 11.8 0.4216370213557839 0.0
1 10 10.9 0.3162277660168379 0.0
2 13 14.7 0.8232726023485648 0.0



ID NUM_SELECTED NUM_GENERATIONS FEASIBLE
00 12 0 true
01 11 0 true
02 12 0 true
03 12 0 true
04 12 0 true
05 12 0 true
06 12 0 true
07 12 0 true
08 12 0 true
09 11 0 true
10 11 0 true
11 11 0 true
12 11 0 true
13 10 0 true
14 11 0 true
15 11 0 true
16 11 0 true
17 11 0 true
18 11 0 true
19 11 0 true
20 14 0 true
21 16 0 true
22 13 0 true
23 15 0 true
24 15 0 true
25 15 0 true
26 14 0 true
27 15 0 true
28 15 0 true
29 15 0 true
