[[100], [1.0], [0.01], [ROULETTE], [UNIFORM], [SINGLE_INVERT, DOUBLE_INVERT, HYPERMUTATE], [10000], [300000], [2000], [1.0], [1.0], [1.0]]
ID MIN_SELECTED AVG_SELECTED STDDEV_SELECTED AVG_GENERATIONS
0 42 44.6 2.065591117977289 -1.0
1 42 44.9 1.5951314818673865 -1.0
2 46 47.3 1.8287822299126937 -1.0



ID NUM_SELECTED NUM_GENERATIONS FEASIBLE
00 43 -1 true
01 47 -1 true
02 44 -1 true
03 45 -1 true
04 48 -1 true
05 44 -1 true
06 43 -1 true
07 42 -1 true
08 47 -1 true
09 43 -1 true
10 46 -1 true
11 45 -1 true
12 42 -1 true
13 45 -1 true
14 45 -1 true
15 47 -1 true
16 45 -1 true
17 47 -1 true
18 44 -1 true
19 43 -1 true
20 48 -1 true
21 47 -1 true
22 48 -1 true
23 46 -1 true
24 47 -1 true
25 46 -1 true
26 46 -1 true
27 46 -1 true
28 52 -1 true
29 47 -1 true
